
165.377197, 166.428635, 167.058716, 167.696381, 168.516632, 168.226807, 167.400833, 165.969818, 165.839447, 162.981430, 163.319275, 160.243042, 160.030533,  160.592743, 155.926880, 154.688263, 153.443161, 151.698685,  150.905655,  147.247223, 146.329712, 144.122452, 141.984009, 140.608414, 136.813568, 135.687363,  132.047455, 127.289963,  124.229065, 124.482101, 1 121.517456, 118.271713, 116.323311, 113.694550, 109.303886,   107.791046, 101.722519, 95.829041, 85.574478, 85.954910, 88.237045, 95.413620, 87.481361, 93.212173, !88.300278, 79.760170,  77.305992, 71.431824, 68.300163, 64.957001,   62.050255,  55.346943, 49.338848, 48.027866, 41.822269, 33.790932, 31.376804,  29.899906, 25.783607, 22.579391,  18.218170,  16.720421, 14.670654, 11.133072, 9.607124, 8.414703, Ó6.062225, 5.517166, 3.630783, 3.442863, 4.037285, 6.895226, 7.898407, 7.513664, 5.292183, 4.912560,  2.875793, 2.996712, 1.699135, 1.046570, 1.160233, 2.069618, 2.694695, 3.196053,  2.389198, 5.830414, 3.947975, 9.018608, 9.753113, 26.472469, 47.114605, 57.553757, 74.481895, 83.270638, 83.269653, 59.865650, 65.882629, 80.262482, 86.913544, 89.756691, 87.614967, 86.470360
